revised   word
DLA dl3
epi eii
horror rorrlr
air aii
raised raislh
a 8
tygs tyjs
rid ri8
Yuri yrui
air aij
sirra sirrr
writ wri
a 6
racin racii
sal s4l
currs currr
ill ili
jug ju5
tuft uu4ft
a 8
rail r4il
ll 5l
jural jurll
a 8
Dlo dlo
rly rlry
stirrup tirrua
yard yrrdl
air rir
kirri lirri
he h4
run ru3
ran r13
a 8
air aii
rural rlrrl
Srini sriji
a 8
into ifto
yoi yyi
a 8
Hirz iirz
sure suri
IU iu
yoi yyi
a 8
puir xuir
rays rkyy
ll llr
owl cwl
raft rpft
sir srr
err rrr
a 8
yis yiy
s s4
a 8
sir siar
whirl rwhiri
a 8
ich idh
march marph
I 1
RFQ rf4
Parnellite parnellite
Rosebery rosebury
with 10th
labors abors
with 14th
Reuters reuters
th 7th
bufferin dufferin
acted cated
honor gonjor
vile vilof
large lage
Harcourt harconrt
new xew
the imthe
power powler
Joubert joubert
duke dnke
devil yeovil
opposition exopposition
Staal svaal
envy xnvy
Suarez suarez
latin latkii
vlach vlch
and anj
peril phril
yell ywlrl
MHL mthl
all arlhl
soft joft
Anita anitf
I 1
TTL wtl
fess fesi
CMW 4mw
smurr smdrr
Thia thia
big bnij
drawing drawingro
omit omi
e ej
Esbensen esbensens
til tjl
Ul ul
Lawsons lawsons
whist whisi
Kirk kirk
Mai mai
basis basss
guinness guinnesss
Tse tkse
zanzibar zanzibau
Norwood forwood
Norwood forwood
of 00
tanzib zanzib
liking likanl
Norwood forwood
