revised   word
raised raislh
a 8
tyes tyjs
rid ri8
Yuri yrui
air aij
sirra sirrr
writ wri
a 6
radii racii
sal s4l
curr currr
ill ili
jug ju5
tuft uu4ft
a 8
rail r4il
ll 5l
jural jurll
a 8
Dlo dlo
rory rlry
stirrup tirrua
yard yrrdl
air rir
Pirri lirri
he h4
run ru3
ran r13
a 8
air aii
rural rlrrl
Srini sriji
a 8
into ifto
yi yyi
a 8
Hirz iirz
sure suri
IU iu
yi yyi
a 8
muir xuir
rays rkyy
ll llr
owl cwl
raft rpft
sir srr
err rrr
a 8
yis yiy
s s4
a 8
sir siar
whirl rwhiri
a 8
id idh
march marph
I 1
RFD rf4
Parnellite parnellite
Roseburg rosebury
with 10th
labors abors
with 14th
Reuters reuters
th 7th
bufferin dufferin
acted cated
honor gonjor
vile vilof
large lage
Harcourt harconrt
new xew
the imthe
power powler
Joubert joubert
duke dnke
devil yeovil
opposition exopposition
Vaal svaal
envy xnvy
Suarez suarez
latin latkii
vlach vlch
and anj
peril phril
yell ywlrl
MHL mthl
all arlhl
soft joft
ANIF anitf
I 1
Wal wtl
fess fesi
MMW 4mw
SMDR smdrr
Thia thia
big bnij
drawing drawingro
omit omi
e ej
Esbensen esbensens
til tjl
Ul ul
Lawsons lawsons
whist whisi
Kirk kirk
Mai mai
basis basss
guinness guinnesss
tose tkse
zanzibar zanzibau
foxwood forwood
foxwood forwood
of 00
tanzib zanzib
liking likanl
foxwood forwood
